id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
7	83	1	fu	3
3	83	0	fu	3
6	83	0	fu	0
2	83	2	fu	2
0	83	2	fu	0
6	81	0	fu	0
0	81	2	fu	0
7	85	1	fu	3
1	85	2	fu	1
3	85	1	fu	5
6	85	1	fu	2
2	85	2	fu	2
0	85	2	fu	0
7	84	2	fu	6
3	84	0	fu	1
2	84	2	fu	2
0	84	2	fu	0
7	91	2	fu	7
3	91	2	fu	3
0	91	2	fu	0
1	90	2	fu	1
3	90	2	fu	3
7	90	1	fu	3
0	90	2	fu	0
7	89	2	fu	7
3	89	2	fu	3
0	89	2	fu	0
7	88	2	fu	7
4	88	1	fu	2
3	88	2	fu	3
0	88	2	fu	0
0	87	2	fu	0
7	87	1	fu	2
1	87	2	fu	1
7	82	2	fu	6
6	82	0	fu	0
2	82	2	fu	2
0	82	2	fu	0
