id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
5	81	2	fu	5
6	81	1	fu	3
4	81	2	fu	4
2	81	2	fu	2
0	81	2	fu	0
7	81	2	fu	7
6	78	2	fu	6
2	78	2	fu	2
0	78	2	fu	0
1	78	2	fu	1
6	77	1	fu	3
0	77	1	fu	2
6	79	1	fu	2
2	79	2	fu	2
0	79	2	fu	0
0	85	2	fu	0
4	85	2	fu	4
6	85	1	fu	3
2	85	2	fu	2
1	85	1	fu	4
1	84	1	fu	3
0	84	2	fu	0
2	84	2	fu	2
7	84	1	fu	1
6	84	2	fu	6
4	84	2	fu	4
6	80	2	fu	6
2	80	2	fu	2
0	80	2	fu	0
1	80	2	fu	1
4	83	2	fu	4
2	83	2	fu	2
0	83	2	fu	0
6	83	1	fu	3
0	87	2	fu	0
6	87	1	fu	2
1	87	1	fu	5
6	86	2	fu	7
2	86	2	fu	2
0	86	2	fu	0
