id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
15	216	2	all	16
3	216	1	all	6
22	216	2	all	23
11	216	2	all	11
5	216	2	all	7
24	216	2	all	25
9	216	2	all	10
17	216	2	all	18
23	216	2	all	24
15	218	1	all	16
25	218	2	all	26
3	218	2	all	4
22	218	2	all	23
11	218	0	all	23
5	218	2	all	6
24	218	2	all	25
9	218	2	all	10
1	218	2	all	2
13	224	2	all	14
25	224	2	all	25
24	224	2	all	24
9	224	2	all	9
11	224	2	all	12
1	224	1	all	18
11	221	2	all	13
15	221	2	all	16
25	221	0	all	8
22	221	2	all	23
6	221	0	all	26
5	221	2	all	7
13	221	0	all	5
14	221	2	all	11
1	221	2	all	2
15	215	2	all	16
3	215	1	all	5
14	215	0	all	18
11	215	2	all	11
5	215	2	all	7
24	215	2	all	25
9	215	1	all	4
13	223	2	all	15
5	223	0	all	14
24	223	1	all	11
25	223	2	all	26
9	223	2	all	10
1	223	1	all	17
6	223	2	all	7
3	223	1	all	7
11	223	1	all	27
23	223	2	all	24
22	223	2	all	23
13	225	2	all	14
24	225	1	all	11
1	225	2	all	1
9	225	0	all	10
25	225	2	all	25
23	225	2	all	23
14	225	1	all	17
25	222	2	all	26
11	222	2	all	13
15	222	2	all	16
24	222	1	all	12
14	222	2	all	11
1	222	1	all	18
13	222	1	all	2
22	222	2	all	23
5	222	2	all	6
17	222	0	all	3
15	217	1	all	15
4	217	1	all	19
3	217	2	all	4
22	217	2	all	23
5	217	2	all	7
24	217	0	all	2
23	217	2	all	24
15	219	0	all	9
25	219	2	all	26
3	219	2	all	4
22	219	2	all	23
11	219	0	all	22
5	219	2	all	6
24	219	1	all	10
9	219	1	all	4
17	219	2	all	18
23	219	2	all	24
