id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
5	73	2	fu	5
6	73	2	fu	6
0	73	2	fu	0
6	77	1	fu	3
0	77	1	fu	2
7	77	1	fu	4
1	77	2	fu	1
3	77	1	fu	6
5	77	2	fu	5
7	72	1	fu	0
5	72	2	fu	5
6	72	2	fu	6
0	72	2	fu	0
0	71	2	fu	0
7	75	2	fu	7
1	75	2	fu	1
3	75	2	fu	3
5	75	2	fu	5
6	75	1	fu	2
0	75	2	fu	0
6	78	2	fu	6
5	78	2	fu	5
3	78	1	fu	5
0	78	2	fu	0
6	79	1	fu	2
0	79	2	fu	0
5	79	2	fu	5
3	79	2	fu	3
3	80	2	fu	3
6	80	2	fu	6
0	80	2	fu	0
7	74	2	fu	6
1	74	2	fu	1
3	74	1	fu	4
6	74	2	fu	5
0	74	2	fu	0
6	81	1	fu	3
3	81	2	fu	3
0	81	2	fu	0
