id	x	y	z
0	376.3085021972656	1394.234130859375	35.31659698486328
1	414.751220703125	1278.2613525390625	36.454978942871094
2	467.6347351074219	1367.08642578125	36.737796783447266
3	302.43267822265625	1413.022705078125	38.3740348815918
4	599.6442260742188	1205.5557861328125	38.72014236450195
5	445.3304138183594	1202.37890625	39.66234588623047
6	318.7302551269531	1260.8370361328125	39.68634796142578
7	384.3572998046875	1376.9163818359375	39.810977935791016
8	371.9085693359375	1457.359130859375	40.2439079284668
9	279.96478271484375	1333.325927734375	42.35117721557617
10	634.5559692382812	1137.5494384765625	42.516841888427734
11	479.2229309082031	1313.512451171875	43.171485900878906
12	444.01947021484375	1434.7724609375	43.100738525390625
13	523.6173095703125	1385.9417724609375	44.442176818847656
14	708.8577270507812	1025.8563842773438	45.454925537109375
15	665.5286254882812	1202.343505859375	45.0831298828125
16	614.6870727539062	1300.716796875	44.769771575927734
17	562.1576538085938	1114.612060546875	46.14609146118164
18	431.4154357910156	1128.6378173828125	45.885128021240234
19	691.3318481445312	1112.0570068359375	47.097442626953125
20	640.144287109375	1036.349365234375	48.33608627319336
21	421.6634826660156	1227.1082763671875	48.43975830078125
22	351.6070861816406	1296.5303955078125	48.118831634521484
23	301.7813415527344	1401.2109375	47.66542434692383
24	589.8048095703125	1223.4058837890625	48.801551818847656
25	533.9536743164062	1039.23095703125	50.20975875854492
26	424.7780456542969	1406.028076171875	50.895748138427734
27	717.210205078125	1055.85546875	51.52155685424805
28	340.5129089355469	1255.4505615234375	52.46818161010742
29	530.8995361328125	1361.0582275390625	51.6984977722168
30	448.64794921875	1110.6126708984375	53.01020812988281
31	666.0758056640625	1186.4339599609375	52.72804641723633
32	381.7606201171875	1191.83056640625	53.44725036621094
33	600.1043701171875	1022.1939086914062	54.46645736694336
34	601.71533203125	1116.5382080078125	55.33765411376953
35	588.865234375	1279.384033203125	55.04826354980469
36	379.07666015625	1334.1256103515625	54.75685501098633
37	465.6689453125	1308.86328125	56.121124267578125
38	671.9380493164062	1085.5064697265625	57.3657341003418
39	518.5942993164062	1068.2403564453125	57.54746627807617
40	456.29974365234375	1155.517578125	58.01506805419922
41	500.04388427734375	1244.567626953125	57.686580657958984
42	534.2506103515625	1144.8951416015625	58.96924591064453
43	577.604736328125	1209.8250732421875	58.665016174316406
44	423.8411560058594	1241.2147216796875	58.96158218383789
45	633.28759765625	1146.44189453125	62.05877685546875
