id	x	y	z
0	59.691184997558594	948.5084838867188	4.992285251617432
1	520.0545654296875	1702.656982421875	7.918911933898926
2	821.0028076171875	698.8883666992188	9.686762809753418
3	50.70441436767578	873.8942260742188	15.088712692260742
4	412.152099609375	1692.0211181640625	15.008865356445312
5	731.9695434570312	1538.58154296875	17.650136947631836
6	611.9567260742188	1027.4005126953125	21.21700668334961
7	666.4705810546875	1139.416748046875	22.26903533935547
8	624.297607421875	1155.02392578125	22.319494247436523
9	535.090087890625	1124.6641845703125	23.40950584411621
10	594.474853515625	1120.508056640625	23.09792137145996
11	659.9432983398438	1191.900390625	22.737735748291016
12	611.3555297851562	1243.4271240234375	23.277427673339844
13	533.0785522460938	1188.603759765625	24.017229080200195
14	653.9614868164062	1227.542236328125	24.681543350219727
15	533.0465087890625	1270.1783447265625	25.0754451751709
16	653.356689453125	1093.5087890625	26.12586212158203
17	604.938720703125	1307.80322265625	25.886878967285156
18	607.5383911132812	1057.4617919921875	27.30552864074707
19	493.8988037109375	1211.9407958984375	26.923749923706055
20	620.9368286132812	1220.688720703125	26.355144500732422
21	580.1596069335938	1028.2008056640625	28.34300422668457
22	597.9883422851562	1107.9119873046875	28.0050106048584
23	712.9115600585938	1136.454833984375	27.718538284301758
24	531.3277587890625	1060.8800048828125	29.144306182861328
25	697.5014038085938	1076.6373291015625	28.993606567382812
26	506.826171875	1110.7645263671875	28.844173431396484
27	488.3201599121094	1142.22802734375	28.76220703125
28	455.1770324707031	1165.3223876953125	28.887426376342773
29	641.00439453125	1160.5587158203125	29.10844612121582
30	452.1502990722656	1202.5693359375	29.023029327392578
31	449.4078063964844	1251.4481201171875	29.151655197143555
32	554.8823852539062	1346.3515625	29.282154083251953
33	575.0216064453125	1167.4853515625	30.091344833374023
34	581.7377319335938	1237.6700439453125	29.831722259521484
35	500.39013671875	1278.9278564453125	30.20067024230957
36	671.0227661132812	1272.888671875	30.156896591186523
37	457.5245056152344	1313.299560546875	30.039142608642578
38	560.9166870117188	1024.3037109375	30.990596771240234
39	647.3101196289062	1035.825927734375	30.449039459228516
40	485.6808776855469	1094.2320556640625	31.30172348022461
41	646.3816528320312	1126.790771484375	31.03795051574707
42	608.0257568359375	1163.2310791015625	31.0761775970459
43	524.7427978515625	1238.9173583984375	31.172143936157227
44	499.43963623046875	1354.284912109375	31.007749557495117
45	513.7843933105469	1174.3250732421875	32.036128997802734
46	622.8374633789062	1265.34228515625	32.04911804199219
47	426.55645751953125	1317.33984375	32.135650634765625
48	641.8154907226562	1320.1434326171875	32.20759582519531
49	445.9483642578125	1346.376953125	31.898391723632812
50	555.6917724609375	1381.9541015625	31.935699462890625
51	550.0339965820312	1108.2318115234375	33.26288604736328
52	583.4363403320312	1118.774658203125	32.83721923828125
53	718.1181030273438	1170.6241455078125	33.081932067871094
54	597.7039794921875	1231.2325439453125	32.92772674560547
55	694.1279907226562	1231.2205810546875	32.53490447998047
56	581.4849853515625	1291.2332763671875	32.859127044677734
57	466.1596984863281	1393.94580078125	33.34259796142578
58	409.69708251953125	1767.2017822265625	33.02743911743164
59	689.2227783203125	1057.9327392578125	34.00851821899414
60	728.5433349609375	1110.35986328125	33.66120529174805
61	539.95947265625	1131.1807861328125	33.75701141357422
62	509.6316223144531	1414.2188720703125	34.13399887084961
63	529.2520751953125	1048.5301513671875	34.56441116333008
64	638.2144775390625	1053.2542724609375	35.26490020751953
65	457.1086730957031	1182.74365234375	35.24121856689453
66	544.822509765625	1195.3070068359375	35.3538703918457
67	404.82672119140625	1201.6368408203125	35.13010025024414
68	408.3469543457031	1254.922607421875	34.71248245239258
69	633.2837524414062	1343.9027099609375	35.46354675292969
70	400.8361511230469	1365.8446044921875	35.500362396240234
71	456.654541015625	1121.1268310546875	35.870174407958984
72	297.50286865234375	1134.9810791015625	36.51203918457031
73	711.3543090820312	1141.3603515625	35.86530303955078
74	715.3682861328125	1196.936767578125	35.75164031982422
75	533.9534301757812	1236.9586181640625	36.53046798706055
76	530.046142578125	1286.8212890625	35.856834411621094
77	379.25360107421875	1292.922607421875	36.45402908325195
78	457.0535888671875	1298.8331298828125	36.08574295043945
79	571.7755126953125	1338.2088623046875	36.88865280151367
80	465.14874267578125	1350.5670166015625	37.47844696044922
81	597.218994140625	1387.207275390625	36.55180358886719
82	451.1793518066406	1427.344482421875	36.680782318115234
83	691.919189453125	1065.0479736328125	37.4734001159668
84	581.0885620117188	1161.1080322265625	38.444942474365234
85	594.872314453125	1275.636474609375	38.39237976074219
86	611.4557495117188	1034.8267822265625	39.367271423339844
87	501.8898010253906	1084.0220947265625	38.62254333496094
88	528.0496215820312	1282.6407470703125	39.14142990112305
89	359.0290222167969	1373.372802734375	39.03084945678711
90	557.5344848632812	1037.633544921875	39.64188766479492
91	711.8049926757812	1137.8790283203125	40.0219612121582
92	442.1500244140625	1216.8125	39.57997512817383
93	673.9979858398438	1238.27880859375	40.0588264465332
94	672.4380493164062	1282.0841064453125	40.251434326171875
95	383.1280517578125	1396.61572265625	39.57332992553711
96	476.8298034667969	1391.7239990234375	40.152217864990234
97	330.63604736328125	917.1008911132812	41.38444137573242
98	469.1225280761719	1111.5780029296875	41.276241302490234
99	627.5	1195.5	41.0
100	594.4741821289062	1238.9010009765625	40.77534866333008
101	569.957275390625	1284.08837890625	41.523406982421875
102	375.28717041015625	1296.0855712890625	41.44962692260742
103	329.84063720703125	1317.791259765625	41.320377349853516
104	562.6580810546875	1415.3873291015625	40.82179260253906
105	501.6372375488281	1437.5054931640625	40.83848571777344
106	624.301513671875	1116.99609375	41.69196319580078
107	543.231689453125	1237.0003662109375	41.742828369140625
108	465.5537109375	1251.298095703125	41.657440185546875
109	504.0392150878906	1309.5526123046875	42.340232849121094
110	446.2649841308594	1322.0281982421875	41.627445220947266
111	617.31640625	1361.2645263671875	41.707176208496094
112	431.4834289550781	1397.961181640625	42.079830169677734
113	335.2018737792969	1402.40673828125	41.79864501953125
114	380.6267395019531	1448.3536376953125	41.521358489990234
115	445.6971740722656	1461.771728515625	41.671016693115234
116	268.6838684082031	899.60498046875	42.49940872192383
117	545.6436157226562	1082.1697998046875	43.31086730957031
118	642.156005859375	1121.7818603515625	43.00718688964844
119	508.8544616699219	1208.1424560546875	43.1259651184082
120	364.98388671875	1231.2601318359375	42.646202087402344
121	428.6662902832031	1239.0338134765625	42.74126434326172
122	391.1884460449219	1267.9898681640625	43.47549057006836
123	552.7340087890625	1321.2330322265625	43.14936828613281
124	323.8785095214844	1381.3001708984375	42.845890045166016
125	485.8616638183594	1446.6761474609375	43.239830017089844
126	511.6608581542969	1135.7210693359375	44.330169677734375
127	431.7521667480469	1152.331298828125	43.794921875
128	684.5118408203125	1170.117431640625	43.50056076049805
129	391.13958740234375	1203.5225830078125	43.766170501708984
130	567.9613037109375	1278.27197265625	43.948692321777344
131	645.50341796875	1307.7611083984375	43.876426696777344
132	553.3350830078125	1180.3084716796875	45.51264953613281
133	514.8058166503906	1270.695068359375	44.56513977050781
134	515.52587890625	1344.880859375	44.532283782958984
135	401.99127197265625	1409.5875244140625	44.56739044189453
136	404.8275146484375	1453.6534423828125	45.377254486083984
137	554.4942016601562	1106.6539306640625	45.702110290527344
138	582.8603515625	1211.69384765625	45.985565185546875
139	356.8715515136719	1256.244873046875	46.01972961425781
140	366.8598937988281	1355.8359375	45.537208557128906
141	487.1559753417969	1372.292724609375	46.21598434448242
142	599.3856201171875	1101.9183349609375	47.06532669067383
143	469.70849609375	1157.1849365234375	47.38706588745117
144	616.78369140625	1153.30810546875	47.05944061279297
145	429.8292541503906	1263.6109619140625	47.541961669921875
146	323.9690856933594	1298.1236572265625	47.46649169921875
147	394.37701416015625	1298.242431640625	46.87220001220703
148	529.7854614257812	1305.1064453125	46.61648178100586
149	411.5174560546875	1353.564697265625	47.04731750488281
150	443.2466125488281	1391.334716796875	46.57313537597656
151	531.0970458984375	1435.763671875	47.04033279418945
152	648.560791015625	1184.207763671875	48.174903869628906
153	626.7927856445312	1251.26123046875	47.76984405517578
154	621.26123046875	1301.4019775390625	47.73283767700195
155	367.5489196777344	1322.8592529296875	48.12950134277344
156	490.14373779296875	1325.6907958984375	47.63323211669922
157	581.71240234375	1128.6876220703125	48.801658630371094
158	493.238037109375	1159.241455078125	48.863624572753906
159	441.60357666015625	1187.5665283203125	49.228919982910156
160	473.0767517089844	1239.0206298828125	48.672855377197266
161	563.8233642578125	1254.438232421875	48.72469711303711
162	457.8572082519531	1349.02197265625	48.787391662597656
163	323.92755126953125	1359.5902099609375	48.636634826660156
164	345.1221618652344	1414.306396484375	48.4844970703125
165	55.33515930175781	1454.3441162109375	49.19749069213867
166	551.7922973632812	1156.2698974609375	49.86829376220703
167	392.1252746582031	1216.7049560546875	49.757835388183594
168	380.54937744140625	1439.412353515625	49.55162048339844
169	482.6546630859375	1434.3341064453125	50.0693473815918
170	507.4449157714844	1249.2105712890625	50.815311431884766
171	376.048828125	1267.130859375	51.59819030761719
172	590.5961303710938	1319.236083984375	50.54277038574219
173	432.2906799316406	1446.0684814453125	51.26398849487305
174	513.3743896484375	1178.8973388671875	51.86782455444336
175	565.990234375	1193.97900390625	51.96342086791992
176	596.8638916015625	1243.7847900390625	51.982051849365234
177	343.14141845703125	1280.3319091796875	52.20612335205078
178	435.1323547363281	1306.708251953125	51.894405364990234
179	555.8302612304688	1363.8775634765625	51.51961898803711
180	499.0273742675781	1218.694580078125	54.33430862426758
181	463.6007080078125	1223.945556640625	53.728031158447266
182	565.2942504882812	1245.4638671875	54.09772491455078
183	541.5292358398438	1317.3118896484375	53.89372634887695
184	350.9501953125	1324.948486328125	54.12403869628906
185	359.08544921875	1395.4022216796875	53.59257507324219
186	510.20947265625	1401.865966796875	54.16655731201172
187	430.71905517578125	1251.773681640625	55.214996337890625
188	401.0733337402344	1397.92138671875	55.1423454284668
189	505.3227844238281	1745.443603515625	55.155029296875
190	525.3067626953125	1275.63330078125	55.955379486083984
191	379.5	1291.5	56.0
192	474.6635437011719	1331.4552001953125	56.32950210571289
193	390.85491943359375	1345.1207275390625	55.99659729003906
194	455.1292419433594	1392.1463623046875	56.027679443359375
195	265.545654296875	1201.0294189453125	57.1575813293457
196	494.8897705078125	1284.9947509765625	56.880130767822266
197	395.22723388671875	1290.68896484375	56.81158447265625
