id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
3	76	2	fu	6
0	76	1	fu	0
2	76	2	fu	0
4	76	2	fu	7
6	76	2	fu	3
5	76	1	fu	4
3	72	2	fu	6
2	72	2	fu	0
5	72	2	fu	4
4	78	2	fu	7
5	78	1	fu	4
3	78	2	fu	6
6	78	1	fu	5
2	78	2	fu	0
3	79	1	fu	2
2	79	2	fu	0
3	80	2	fu	6
2	80	2	fu	0
5	80	0	fu	2
3	81	1	fu	3
6	81	2	fu	3
2	81	2	fu	0
3	82	2	fu	6
6	82	1	fu	4
1	82	0	fu	1
2	82	2	fu	0
3	75	1	fu	2
0	75	1	fu	0
2	75	2	fu	0
6	75	2	fu	3
5	75	2	fu	4
3	74	2	fu	5
0	74	1	fu	0
2	74	2	fu	0
4	74	2	fu	6
6	74	1	fu	4
5	74	2	fu	4
3	73	2	fu	6
0	73	1	fu	0
2	73	2	fu	0
5	73	2	fu	4
