id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
159	205	0	nuclei	0
16	205	0	nuclei	4
17	205	0	nuclei	5
172	205	0	nuclei	7
76	205	0	nuclei	9
123	205	0	nuclei	10
44	205	0	nuclei	24
185	205	0	nuclei	25
40	205	0	nuclei	38
179	205	0	nuclei	55
67	205	0	nuclei	65
140	205	0	nuclei	68
150	205	0	nuclei	70
191	205	0	nuclei	103
228	205	0	nuclei	105
226	205	0	nuclei	113
143	205	0	nuclei	117
188	205	0	nuclei	139
213	205	0	nuclei	142
161	205	0	nuclei	159
47	205	0	nuclei	174
30	205	0	nuclei	189
201	205	0	nuclei	201
63	205	0	nuclei	203
79	205	0	nuclei	205
110	205	0	nuclei	214
69	205	0	nuclei	219
109	205	0	nuclei	224
28	205	0	nuclei	237
224	205	1	nuclei	1
17	205	1	nuclei	2
2	205	1	nuclei	3
5	205	1	nuclei	5
13	205	1	nuclei	16
15	205	1	nuclei	17
16	205	1	nuclei	18
18	205	1	nuclei	19
19	205	1	nuclei	22
30	205	1	nuclei	29
34	205	1	nuclei	31
22	205	1	nuclei	32
41	205	1	nuclei	36
27	205	1	nuclei	37
42	205	1	nuclei	41
35	205	1	nuclei	42
44	205	1	nuclei	43
45	205	1	nuclei	44
47	205	1	nuclei	46
37	205	1	nuclei	48
52	205	1	nuclei	59
67	205	1	nuclei	62
69	205	1	nuclei	64
79	205	1	nuclei	66
71	205	1	nuclei	68
72	205	1	nuclei	71
77	205	1	nuclei	75
86	205	1	nuclei	82
111	205	1	nuclei	99
91	205	1	nuclei	100
123	205	1	nuclei	112
125	205	1	nuclei	113
107	205	1	nuclei	114
110	205	1	nuclei	115
109	205	1	nuclei	117
112	205	1	nuclei	119
113	205	1	nuclei	120
132	205	1	nuclei	136
133	205	1	nuclei	137
139	205	1	nuclei	147
140	205	1	nuclei	148
143	205	1	nuclei	150
145	205	1	nuclei	152
150	205	1	nuclei	157
159	205	1	nuclei	171
162	205	1	nuclei	173
152	205	1	nuclei	174
172	205	1	nuclei	182
163	205	1	nuclei	186
191	205	1	nuclei	187
179	205	1	nuclei	189
185	205	1	nuclei	195
186	205	1	nuclei	197
187	205	1	nuclei	198
188	205	1	nuclei	199
192	205	1	nuclei	201
200	205	1	nuclei	208
201	205	1	nuclei	209
202	205	1	nuclei	210
204	205	1	nuclei	212
206	205	1	nuclei	213
212	205	1	nuclei	221
216	205	1	nuclei	225
217	205	1	nuclei	226
218	205	1	nuclei	227
223	205	1	nuclei	231
1	205	1	nuclei	232
226	205	1	nuclei	234
9	205	1	nuclei	237
159	206	0	nuclei	0
123	206	0	nuclei	2
218	206	0	nuclei	6
16	206	0	nuclei	7
17	206	0	nuclei	8
1	206	0	nuclei	13
50	206	0	nuclei	14
76	206	0	nuclei	15
185	206	0	nuclei	19
44	206	0	nuclei	27
40	206	0	nuclei	43
67	206	0	nuclei	65
140	206	0	nuclei	68
150	206	0	nuclei	70
20	206	0	nuclei	79
204	206	0	nuclei	107
143	206	0	nuclei	118
101	206	0	nuclei	130
214	206	0	nuclei	131
148	206	0	nuclei	143
147	206	0	nuclei	144
161	206	0	nuclei	162
112	206	0	nuclei	163
141	206	0	nuclei	173
47	206	0	nuclei	174
30	206	0	nuclei	191
79	206	0	nuclei	193
43	206	0	nuclei	199
201	206	0	nuclei	200
108	206	0	nuclei	221
109	206	0	nuclei	222
132	206	0	nuclei	229
0	206	1	nuclei	0
224	206	1	nuclei	1
17	206	1	nuclei	2
18	206	1	nuclei	3
2	206	1	nuclei	4
227	206	1	nuclei	8
8	206	1	nuclei	9
7	206	1	nuclei	10
31	206	1	nuclei	16
13	206	1	nuclei	17
15	206	1	nuclei	18
16	206	1	nuclei	19
19	206	1	nuclei	20
20	206	1	nuclei	21
41	206	1	nuclei	26
29	206	1	nuclei	31
30	206	1	nuclei	32
34	206	1	nuclei	34
37	206	1	nuclei	36
22	206	1	nuclei	37
38	206	1	nuclei	39
27	206	1	nuclei	40
43	206	1	nuclei	41
42	206	1	nuclei	42
35	206	1	nuclei	43
44	206	1	nuclei	44
45	206	1	nuclei	45
47	206	1	nuclei	47
51	206	1	nuclei	52
57	206	1	nuclei	58
72	206	1	nuclei	62
52	206	1	nuclei	64
63	206	1	nuclei	65
68	206	1	nuclei	69
69	206	1	nuclei	70
75	206	1	nuclei	74
77	206	1	nuclei	75
78	206	1	nuclei	76
83	206	1	nuclei	80
86	206	1	nuclei	83
89	206	1	nuclei	90
90	206	1	nuclei	91
76	206	1	nuclei	92
81	206	1	nuclei	95
82	206	1	nuclei	96
104	206	1	nuclei	98
98	206	1	nuclei	100
109	206	1	nuclei	102
111	206	1	nuclei	103
100	206	1	nuclei	105
103	206	1	nuclei	106
105	206	1	nuclei	113
123	206	1	nuclei	115
125	206	1	nuclei	116
107	206	1	nuclei	117
108	206	1	nuclei	118
112	206	1	nuclei	120
101	206	1	nuclei	121
113	206	1	nuclei	122
102	206	1	nuclei	123
122	206	1	nuclei	135
140	206	1	nuclei	136
133	206	1	nuclei	140
147	206	1	nuclei	147
148	206	1	nuclei	149
138	206	1	nuclei	151
139	206	1	nuclei	153
143	206	1	nuclei	156
150	206	1	nuclei	162
151	206	1	nuclei	165
153	206	1	nuclei	167
162	206	1	nuclei	173
152	206	1	nuclei	174
179	206	1	nuclei	178
170	206	1	nuclei	182
172	206	1	nuclei	184
159	206	1	nuclei	185
177	206	1	nuclei	188
163	206	1	nuclei	191
173	206	1	nuclei	199
185	206	1	nuclei	200
186	206	1	nuclei	201
187	206	1	nuclei	202
188	206	1	nuclei	203
192	206	1	nuclei	204
196	206	1	nuclei	207
197	206	1	nuclei	209
198	206	1	nuclei	210
199	206	1	nuclei	212
200	206	1	nuclei	213
201	206	1	nuclei	214
202	206	1	nuclei	215
203	206	1	nuclei	216
204	206	1	nuclei	218
206	206	1	nuclei	220
212	206	1	nuclei	226
225	206	1	nuclei	228
214	206	1	nuclei	229
216	206	1	nuclei	231
223	206	1	nuclei	234
1	206	1	nuclei	235
226	206	1	nuclei	236
217	206	1	nuclei	238
9	206	1	nuclei	239
232	206	1	nuclei	241
218	207	0	nuclei	5
17	207	0	nuclei	6
77	207	0	nuclei	8
173	207	0	nuclei	14
185	207	0	nuclei	15
217	207	0	nuclei	20
1	207	0	nuclei	21
44	207	0	nuclei	23
76	207	0	nuclei	24
68	207	0	nuclei	30
0	207	0	nuclei	37
40	207	0	nuclei	39
192	207	0	nuclei	46
15	207	0	nuclei	49
179	207	0	nuclei	52
81	207	0	nuclei	58
34	207	0	nuclei	65
67	207	0	nuclei	66
150	207	0	nuclei	71
22	207	0	nuclei	74
205	207	0	nuclei	83
204	207	0	nuclei	109
143	207	0	nuclei	121
37	207	0	nuclei	123
214	207	0	nuclei	135
152	207	0	nuclei	138
188	207	0	nuclei	141
225	207	0	nuclei	144
222	207	0	nuclei	164
161	207	0	nuclei	165
112	207	0	nuclei	166
91	207	0	nuclei	177
30	207	0	nuclei	196
175	207	0	nuclei	198
111	207	0	nuclei	202
43	207	0	nuclei	205
201	207	0	nuclei	206
108	207	0	nuclei	229
109	207	0	nuclei	230
132	207	0	nuclei	234
78	207	0	nuclei	238
28	207	0	nuclei	242
145	207	0	nuclei	255
0	207	1	nuclei	0
17	207	1	nuclei	1
18	207	1	nuclei	2
3	207	1	nuclei	4
4	207	1	nuclei	5
5	207	1	nuclei	6
227	207	1	nuclei	7
7	207	1	nuclei	8
8	207	1	nuclei	10
9	207	1	nuclei	11
10	207	1	nuclei	12
34	207	1	nuclei	14
15	207	1	nuclei	15
16	207	1	nuclei	16
19	207	1	nuclei	17
20	207	1	nuclei	18
21	207	1	nuclei	19
22	207	1	nuclei	20
23	207	1	nuclei	21
24	207	1	nuclei	23
25	207	1	nuclei	24
30	207	1	nuclei	28
35	207	1	nuclei	31
45	207	1	nuclei	32
36	207	1	nuclei	33
37	207	1	nuclei	34
38	207	1	nuclei	35
40	207	1	nuclei	36
41	207	1	nuclei	38
27	207	1	nuclei	39
29	207	1	nuclei	41
43	207	1	nuclei	42
42	207	1	nuclei	43
44	207	1	nuclei	45
46	207	1	nuclei	46
47	207	1	nuclei	47
49	207	1	nuclei	50
51	207	1	nuclei	53
53	207	1	nuclei	55
57	207	1	nuclei	60
58	207	1	nuclei	61
59	207	1	nuclei	62
61	207	1	nuclei	63
62	207	1	nuclei	64
52	207	1	nuclei	65
67	207	1	nuclei	68
68	207	1	nuclei	69
69	207	1	nuclei	70
70	207	1	nuclei	71
60	207	1	nuclei	73
72	207	1	nuclei	74
75	207	1	nuclei	77
77	207	1	nuclei	78
78	207	1	nuclei	79
80	207	1	nuclei	80
83	207	1	nuclei	82
85	207	1	nuclei	84
86	207	1	nuclei	86
87	207	1	nuclei	88
98	207	1	nuclei	90
89	207	1	nuclei	91
90	207	1	nuclei	92
91	207	1	nuclei	93
92	207	1	nuclei	94
81	207	1	nuclei	96
94	207	1	nuclei	97
109	207	1	nuclei	102
101	207	1	nuclei	103
100	207	1	nuclei	104
