id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
2	240	1	nuclei	2
4	240	1	nuclei	6
10	240	1	nuclei	12
13	240	1	nuclei	16
23	240	1	nuclei	18
19	240	1	nuclei	25
28	240	1	nuclei	34
36	240	1	nuclei	41
41	240	1	nuclei	43
51	240	1	nuclei	47
46	240	1	nuclei	49
54	240	1	nuclei	62
62	240	1	nuclei	70
63	240	1	nuclei	72
56	240	1	nuclei	73
58	240	1	nuclei	77
75	240	1	nuclei	88
87	240	1	nuclei	92
88	240	1	nuclei	93
89	240	1	nuclei	95
91	240	1	nuclei	98
92	240	1	nuclei	100
96	240	1	nuclei	107
101	240	1	nuclei	113
111	240	1	nuclei	122
121	240	1	nuclei	133
123	240	1	nuclei	134
126	240	1	nuclei	138
127	240	1	nuclei	140
129	240	1	nuclei	142
132	240	1	nuclei	145
140	240	1	nuclei	153
142	240	1	nuclei	154
141	240	1	nuclei	155
143	240	1	nuclei	156
145	240	1	nuclei	157
151	240	1	nuclei	163
152	240	1	nuclei	164
154	240	1	nuclei	165
153	240	1	nuclei	166
169	240	1	nuclei	172
171	240	1	nuclei	181
170	240	1	nuclei	182
172	240	1	nuclei	183
185	240	1	nuclei	184
173	240	1	nuclei	185
175	240	1	nuclei	187
180	240	1	nuclei	193
6	240	1	nuclei	200
152	241	0	nuclei	3
19	241	0	nuclei	6
87	241	0	nuclei	13
169	241	0	nuclei	25
96	241	0	nuclei	36
143	241	0	nuclei	44
156	241	0	nuclei	63
140	241	0	nuclei	89
184	241	0	nuclei	90
153	241	0	nuclei	118
129	241	0	nuclei	134
55	241	0	nuclei	167
2	241	1	nuclei	1
5	241	1	nuclei	4
10	241	1	nuclei	7
11	241	1	nuclei	9
1	241	1	nuclei	11
13	241	1	nuclei	12
14	241	1	nuclei	15
25	241	1	nuclei	16
4	241	1	nuclei	17
19	241	1	nuclei	24
20	241	1	nuclei	25
24	241	1	nuclei	30
15	241	1	nuclei	31
28	241	1	nuclei	32
30	241	1	nuclei	34
47	241	1	nuclei	38
35	241	1	nuclei	39
36	241	1	nuclei	40
44	241	1	nuclei	46
45	241	1	nuclei	47
46	241	1	nuclei	48
51	241	1	nuclei	56
53	241	1	nuclei	58
54	241	1	nuclei	59
55	241	1	nuclei	60
56	241	1	nuclei	61
62	241	1	nuclei	68
63	241	1	nuclei	70
68	241	1	nuclei	73
58	241	1	nuclei	75
73	241	1	nuclei	78
76	241	1	nuclei	80
80	241	1	nuclei	84
81	241	1	nuclei	85
82	241	1	nuclei	86
75	241	1	nuclei	87
83	241	1	nuclei	88
87	241	1	nuclei	94
89	241	1	nuclei	96
91	241	1	nuclei	99
92	241	1	nuclei	100
96	241	1	nuclei	104
97	241	1	nuclei	106
122	241	1	nuclei	117
111	241	1	nuclei	119
126	241	1	nuclei	133
119	241	1	nuclei	134
123	241	1	nuclei	136
138	241	1	nuclei	140
128	241	1	nuclei	141
129	241	1	nuclei	142
142	241	1	nuclei	144
132	241	1	nuclei	145
152	241	1	nuclei	150
139	241	1	nuclei	152
140	241	1	nuclei	153
141	241	1	nuclei	155
143	241	1	nuclei	156
151	241	1	nuclei	164
153	241	1	nuclei	166
168	241	1	nuclei	172
169	241	1	nuclei	173
159	241	1	nuclei	174
156	241	1	nuclei	175
161	241	1	nuclei	176
160	241	1	nuclei	177
170	241	1	nuclei	182
171	241	1	nuclei	183
173	241	1	nuclei	186
175	241	1	nuclei	187
180	241	1	nuclei	191
182	241	1	nuclei	193
184	241	1	nuclei	197
174	241	1	nuclei	198
152	242	0	nuclei	6
52	242	0	nuclei	15
169	242	0	nuclei	31
175	242	0	nuclei	38
74	242	0	nuclei	41
96	242	0	nuclei	42
156	242	0	nuclei	65
13	242	0	nuclei	81
185	242	0	nuclei	105
7	242	0	nuclei	177
20	242	0	nuclei	182
181	242	1	nuclei	1
0	242	1	nuclei	2
2	242	1	nuclei	3
3	242	1	nuclei	5
5	242	1	nuclei	6
7	242	1	nuclei	8
10	242	1	nuclei	10
13	242	1	nuclei	13
4	242	1	nuclei	15
17	242	1	nuclei	18
19	242	1	nuclei	19
24	242	1	nuclei	24
15	242	1	nuclei	26
26	242	1	nuclei	27
27	242	1	nuclei	28
28	242	1	nuclei	29
30	242	1	nuclei	30
32	242	1	nuclei	32
34	242	1	nuclei	33
47	242	1	nuclei	34
35	242	1	nuclei	35
21	242	1	nuclei	36
22	242	1	nuclei	37
36	242	1	nuclei	38
41	242	1	nuclei	42
44	242	1	nuclei	45
52	242	1	nuclei	46
45	242	1	nuclei	47
46	242	1	nuclei	48
42	242	1	nuclei	49
53	242	1	nuclei	51
54	242	1	nuclei	52
55	242	1	nuclei	53
56	242	1	nuclei	54
62	242	1	nuclei	61
74	242	1	nuclei	62
68	242	1	nuclei	66
58	242	1	nuclei	67
57	242	1	nuclei	69
59	242	1	nuclei	72
73	242	1	nuclei	73
75	242	1	nuclei	74
70	242	1	nuclei	76
76	242	1	nuclei	77
77	242	1	nuclei	78
78	242	1	nuclei	80
79	242	1	nuclei	81
82	242	1	nuclei	82
85	242	1	nuclei	84
86	242	1	nuclei	85
80	242	1	nuclei	86
96	242	1	nuclei	87
88	242	1	nuclei	88
90	242	1	nuclei	90
83	242	1	nuclei	91
91	242	1	nuclei	92
92	242	1	nuclei	94
84	242	1	nuclei	95
87	242	1	nuclei	97
97	242	1	nuclei	98
89	242	1	nuclei	99
101	242	1	nuclei	102
109	242	1	nuclei	113
111	242	1	nuclei	114
114	242	1	nuclei	116
115	242	1	nuclei	117
117	242	1	nuclei	118
126	242	1	nuclei	120
119	242	1	nuclei	121
120	242	1	nuclei	122
121	242	1	nuclei	123
122	242	1	nuclei	124
123	242	1	nuclei	125
112	242	1	nuclei	127
128	242	1	nuclei	131
129	242	1	nuclei	132
130	242	1	nuclei	133
132	242	1	nuclei	134
134	242	1	nuclei	136
138	242	1	nuclei	139
139	242	1	nuclei	140
140	242	1	nuclei	141
141	242	1	nuclei	142
142	242	1	nuclei	143
143	242	1	nuclei	144
144	242	1	nuclei	145
145	242	1	nuclei	146
151	242	1	nuclei	151
152	242	1	nuclei	152
154	242	1	nuclei	153
153	242	1	nuclei	154
156	242	1	nuclei	155
157	242	1	nuclei	156
169	242	1	nuclei	158
159	242	1	nuclei	159
160	242	1	nuclei	160
161	242	1	nuclei	161
155	242	1	nuclei	162
163	242	1	nuclei	164
168	242	1	nuclei	168
170	242	1	nuclei	169
171	242	1	nuclei	170
185	242	1	nuclei	172
173	242	1	nuclei	173
175	242	1	nuclei	175
165	242	1	nuclei	176
179	242	1	nuclei	177
180	242	1	nuclei	178
182	242	1	nuclei	180
183	242	1	nuclei	181
184	242	1	nuclei	182
186	242	1	nuclei	183
174	242	1	nuclei	184
177	242	1	nuclei	188
0	244	0	nuclei	162
19	244	0	nuclei	6
23	244	0	nuclei	69
33	244	0	nuclei	159
52	244	0	nuclei	11
55	244	0	nuclei	181
74	244	0	nuclei	36
87	244	0	nuclei	13
96	244	0	nuclei	38
119	244	0	nuclei	39
120	244	0	nuclei	177
126	244	0	nuclei	57
138	244	0	nuclei	170
156	244	0	nuclei	65
169	244	0	nuclei	25
180	244	0	nuclei	202
2	244	1	nuclei	0
3	244	1	nuclei	1
4	244	1	nuclei	13
5	244	1	nuclei	2
9	244	1	nuclei	4
10	244	1	nuclei	5
11	244	1	nuclei	23
13	244	1	nuclei	9
14	244	1	nuclei	11
15	244	1	nuclei	12
19	244	1	nuclei	22
21	244	1	nuclei	34
22	244	1	nuclei	25
23	244	1	nuclei	8
24	244	1	nuclei	26
28	244	1	nuclei	28
29	244	1	nuclei	14
30	244	1	nuclei	29
32	244	1	nuclei	31
34	244	1	nuclei	32
35	244	1	nuclei	24
36	244	1	nuclei	35
37	244	1	nuclei	36
41	244	1	nuclei	44
44	244	1	nuclei	46
45	244	1	nuclei	47
46	244	1	nuclei	56
47	244	1	nuclei	33
51	244	1	nuclei	51
52	244	1	nuclei	52
53	244	1	nuclei	53
54	244	1	nuclei	54
56	244	1	nuclei	57
58	244	1	nuclei	67
59	244	1	nuclei	58
60	244	1	nuclei	60
62	244	1	nuclei	50
63	244	1	nuclei	62
65	244	1	nuclei	63
66	244	1	nuclei	64
67	244	1	nuclei	65
68	244	1	nuclei	66
71	244	1	nuclei	71
73	244	1	nuclei	76
74	244	1	nuclei	73
75	244	1	nuclei	74
76	244	1	nuclei	75
