id	x	y	z
0	62.42726516723633	949.7555541992188	4.744373321533203
1	525.922607421875	1702.520751953125	7.711212158203125
2	583.2872314453125	1356.5439453125	13.020909309387207
3	154.82884216308594	241.50064086914062	15.217459678649902
4	50.186134338378906	875.9334106445312	14.868402481079102
5	417.3123474121094	1692.0506591796875	14.658929824829102
6	415.0877685546875	1768.140380859375	32.69607925415039
7	298.7765808105469	1134.289306640625	36.13689041137695
8	465.6713562011719	561.4518432617188	48.11781692504883
9	57.747257232666016	1456.449951171875	49.02246856689453
10	87.00572967529297	1208.276123046875	51.247718811035156
11	510.0057067871094	1746.5084228515625	54.841773986816406
12	267.7178955078125	1203.0277099609375	57.10712814331055
