id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
0	282	0	nuclei	0
1	282	0	nuclei	3
4	282	0	nuclei	4
6	282	0	nuclei	6
10	282	0	nuclei	8
12	282	0	nuclei	9
13	282	0	nuclei	10
14	282	0	nuclei	11
19	282	0	nuclei	15
20	282	0	nuclei	17
21	282	0	nuclei	18
22	282	0	nuclei	19
24	282	0	nuclei	22
29	282	0	nuclei	29
26	282	0	nuclei	33
35	282	0	nuclei	35
36	282	0	nuclei	36
38	282	0	nuclei	37
41	282	0	nuclei	41
54	282	0	nuclei	42
42	282	0	nuclei	43
43	282	0	nuclei	44
45	282	0	nuclei	45
57	282	0	nuclei	46
49	282	0	nuclei	50
40	282	0	nuclei	52
62	282	0	nuclei	56
61	282	0	nuclei	66
59	282	0	nuclei	68
72	282	0	nuclei	72
63	282	0	nuclei	77
64	282	0	nuclei	78
68	282	0	nuclei	79
77	282	0	nuclei	80
78	282	0	nuclei	81
79	282	0	nuclei	82
90	282	0	nuclei	91
92	282	0	nuclei	92
83	282	0	nuclei	94
87	282	0	nuclei	95
98	282	0	nuclei	99
99	282	0	nuclei	101
102	282	0	nuclei	103
105	282	0	nuclei	105
93	282	0	nuclei	106
100	282	0	nuclei	110
115	282	0	nuclei	111
116	282	0	nuclei	113
111	282	0	nuclei	118
114	282	0	nuclei	121
122	282	0	nuclei	122
123	282	0	nuclei	124
125	282	0	nuclei	126
129	282	0	nuclei	134
135	282	0	nuclei	136
128	282	0	nuclei	137
138	282	0	nuclei	138
139	282	0	nuclei	139
141	282	0	nuclei	141
147	282	0	nuclei	146
148	282	0	nuclei	147
166	282	0	nuclei	152
167	282	0	nuclei	153
155	282	0	nuclei	154
153	282	0	nuclei	158
168	282	0	nuclei	163
158	282	0	nuclei	164
178	282	0	nuclei	168
179	282	0	nuclei	169
180	282	0	nuclei	170
183	282	0	nuclei	173
171	282	0	nuclei	175
176	282	0	nuclei	179
83	282	1	nuclei	2
93	282	1	nuclei	21
102	282	1	nuclei	29
49	282	1	nuclei	31
171	282	1	nuclei	39
42	282	1	nuclei	45
62	282	1	nuclei	55
122	282	1	nuclei	63
135	282	1	nuclei	71
177	282	1	nuclei	124
111	282	1	nuclei	147
9	282	1	nuclei	154
181	282	1	nuclei	157
154	282	1	nuclei	162
101	282	1	nuclei	178
0	283	0	nuclei	0
6	283	0	nuclei	7
9	283	0	nuclei	10
21	283	0	nuclei	11
12	283	0	nuclei	12
14	283	0	nuclei	13
19	283	0	nuclei	19
18	283	0	nuclei	20
20	283	0	nuclei	21
23	283	0	nuclei	28
32	283	0	nuclei	31
33	283	0	nuclei	32
34	283	0	nuclei	33
26	283	0	nuclei	34
44	283	0	nuclei	35
35	283	0	nuclei	36
38	283	0	nuclei	38
40	283	0	nuclei	41
41	283	0	nuclei	42
54	283	0	nuclei	43
42	283	0	nuclei	45
43	283	0	nuclei	46
45	283	0	nuclei	47
36	283	0	nuclei	48
49	283	0	nuclei	51
52	283	0	nuclei	54
55	283	0	nuclei	57
56	283	0	nuclei	58
57	283	0	nuclei	59
60	283	0	nuclei	63
62	283	0	nuclei	65
63	283	0	nuclei	66
68	283	0	nuclei	69
77	283	0	nuclei	70
70	283	0	nuclei	71
72	283	0	nuclei	73
74	283	0	nuclei	74
64	283	0	nuclei	78
78	283	0	nuclei	79
79	283	0	nuclei	80
83	283	0	nuclei	83
97	283	0	nuclei	90
92	283	0	nuclei	92
105	283	0	nuclei	94
87	283	0	nuclei	96
96	283	0	nuclei	98
98	283	0	nuclei	99
99	283	0	nuclei	101
102	283	0	nuclei	102
104	283	0	nuclei	103
93	283	0	nuclei	104
100	283	0	nuclei	107
115	283	0	nuclei	109
103	283	0	nuclei	110
116	283	0	nuclei	111
106	283	0	nuclei	112
111	283	0	nuclei	117
112	283	0	nuclei	120
114	283	0	nuclei	122
122	283	0	nuclei	123
123	283	0	nuclei	124
130	283	0	nuclei	125
125	283	0	nuclei	126
143	283	0	nuclei	130
124	283	0	nuclei	132
135	283	0	nuclei	135
128	283	0	nuclei	136
138	283	0	nuclei	138
129	283	0	nuclei	140
139	283	0	nuclei	141
137	283	0	nuclei	144
148	283	0	nuclei	146
166	283	0	nuclei	152
155	283	0	nuclei	153
154	283	0	nuclei	161
167	283	0	nuclei	162
168	283	0	nuclei	163
179	283	0	nuclei	170
181	283	0	nuclei	172
183	283	0	nuclei	173
184	283	0	nuclei	175
171	283	0	nuclei	176
176	283	0	nuclei	178
186	283	0	nuclei	179
101	283	1	nuclei	2
83	283	1	nuclei	3
78	283	1	nuclei	4
54	283	1	nuclei	5
102	283	1	nuclei	32
49	283	1	nuclei	34
171	283	1	nuclei	43
62	283	1	nuclei	61
155	283	1	nuclei	65
122	283	1	nuclei	66
43	283	1	nuclei	68
135	283	1	nuclei	73
139	283	1	nuclei	74
125	283	1	nuclei	147
19	283	1	nuclei	166
0	284	0	nuclei	0
178	284	0	nuclei	1
1	284	0	nuclei	3
2	284	0	nuclei	4
3	284	0	nuclei	5
4	284	0	nuclei	6
9	284	0	nuclei	12
10	284	0	nuclei	13
11	284	0	nuclei	14
12	284	0	nuclei	15
14	284	0	nuclei	16
15	284	0	nuclei	18
19	284	0	nuclei	20
18	284	0	nuclei	21
20	284	0	nuclei	22
21	284	0	nuclei	23
22	284	0	nuclei	24
17	284	0	nuclei	27
28	284	0	nuclei	29
23	284	0	nuclei	30
30	284	0	nuclei	31
33	284	0	nuclei	34
34	284	0	nuclei	35
26	284	0	nuclei	36
35	284	0	nuclei	38
37	284	0	nuclei	39
38	284	0	nuclei	40
52	284	0	nuclei	41
41	284	0	nuclei	42
42	284	0	nuclei	43
43	284	0	nuclei	44
45	284	0	nuclei	45
36	284	0	nuclei	46
48	284	0	nuclei	48
49	284	0	nuclei	49
50	284	0	nuclei	51
51	284	0	nuclei	52
40	284	0	nuclei	54
54	284	0	nuclei	56
62	284	0	nuclei	57
56	284	0	nuclei	58
57	284	0	nuclei	59
53	284	0	nuclei	62
60	284	0	nuclei	63
55	284	0	nuclei	64
64	284	0	nuclei	66
66	284	0	nuclei	67
68	284	0	nuclei	68
70	284	0	nuclei	70
72	284	0	nuclei	73
74	284	0	nuclei	75
65	284	0	nuclei	78
77	284	0	nuclei	79
78	284	0	nuclei	80
79	284	0	nuclei	81
81	284	0	nuclei	83
83	284	0	nuclei	85
94	284	0	nuclei	90
85	284	0	nuclei	91
87	284	0	nuclei	92
89	284	0	nuclei	93
97	284	0	nuclei	95
98	284	0	nuclei	96
91	284	0	nuclei	97
99	284	0	nuclei	98
101	284	0	nuclei	99
102	284	0	nuclei	100
104	284	0	nuclei	101
105	284	0	nuclei	102
106	284	0	nuclei	103
93	284	0	nuclei	105
115	284	0	nuclei	110
103	284	0	nuclei	111
116	284	0	nuclei	112
117	284	0	nuclei	114
111	284	0	nuclei	118
112	284	0	nuclei	120
113	284	0	nuclei	121
114	284	0	nuclei	122
123	284	0	nuclei	123
124	284	0	nuclei	124
130	284	0	nuclei	125
125	284	0	nuclei	126
118	284	0	nuclei	128
129	284	0	nuclei	130
131	284	0	nuclei	132
135	284	0	nuclei	134
128	284	0	nuclei	135
136	284	0	nuclei	138
138	284	0	nuclei	139
139	284	0	nuclei	142
141	284	0	nuclei	145
144	284	0	nuclei	148
137	284	0	nuclei	149
147	284	0	nuclei	150
148	284	0	nuclei	152
153	284	0	nuclei	156
145	284	0	nuclei	157
154	284	0	nuclei	158
166	284	0	nuclei	159
155	284	0	nuclei	160
156	284	0	nuclei	161
157	284	0	nuclei	162
164	284	0	nuclei	168
179	284	0	nuclei	169
167	284	0	nuclei	170
168	284	0	nuclei	171
158	284	0	nuclei	172
169	284	0	nuclei	173
177	284	0	nuclei	177
180	284	0	nuclei	178
183	284	0	nuclei	180
184	284	0	nuclei	182
171	284	0	nuclei	183
176	284	0	nuclei	185
101	284	1	nuclei	2
83	284	1	nuclei	4
78	284	1	nuclei	5
54	284	1	nuclei	6
93	284	1	nuclei	23
102	284	1	nuclei	30
49	284	1	nuclei	32
117	284	1	nuclei	41
95	284	1	nuclei	42
43	284	1	nuclei	62
72	284	1	nuclei	94
41	284	1	nuclei	120
125	284	1	nuclei	147
99	284	1	nuclei	148
28	284	1	nuclei	149
0	284	1	nuclei	156
23	284	1	nuclei	163
154	284	1	nuclei	165
91	284	1	nuclei	166
19	284	1	nuclei	168
4	284	1	nuclei	172
131	284	1	nuclei	173
53	284	1	nuclei	174
0	286	0	nuclei	0
1	286	0	nuclei	1
3	286	0	nuclei	2
4	286	0	nuclei	3
5	286	0	nuclei	4
6	286	0	nuclei	5
7	286	0	nuclei	6
8	286	0	nuclei	7
9	286	0	nuclei	16
10	286	0	nuclei	9
11	286	0	nuclei	10
15	286	0	nuclei	12
17	286	0	nuclei	13
18	286	0	nuclei	14
19	286	0	nuclei	15
20	286	0	nuclei	17
21	286	0	nuclei	18
22	286	0	nuclei	19
24	286	0	nuclei	21
26	286	0	nuclei	23
28	286	0	nuclei	24
29	286	0	nuclei	25
30	286	0	nuclei	27
33	286	0	nuclei	29
34	286	0	nuclei	30
35	286	0	nuclei	33
36	286	0	nuclei	48
38	286	0	nuclei	34
39	286	0	nuclei	38
40	286	0	nuclei	39
41	286	0	nuclei	40
42	286	0	nuclei	41
43	286	0	nuclei	42
44	286	0	nuclei	43
45	286	0	nuclei	45
49	286	0	nuclei	37
51	286	0	nuclei	52
52	286	0	nuclei	54
53	286	0	nuclei	57
54	286	0	nuclei	58
55	286	0	nuclei	59
56	286	0	nuclei	60
58	286	0	nuclei	62
60	286	0	nuclei	63
62	286	0	nuclei	64
64	286	0	nuclei	67
70	286	0	nuclei	73
72	286	0	nuclei	76
74	286	0	nuclei	78
75	286	0	nuclei	79
76	286	0	nuclei	80
77	286	0	nuclei	81
79	286	0	nuclei	83
81	286	0	nuclei	84
83	286	0	nuclei	88
85	286	0	nuclei	89
86	286	0	nuclei	90
87	286	0	nuclei	91
89	286	0	nuclei	92
92	286	0	nuclei	95
93	286	0	nuclei	97
95	286	0	nuclei	110
96	286	0	nuclei	99
97	286	0	nuclei	100
99	286	0	nuclei	102
100	286	0	nuclei	116
101	286	0	nuclei	103
102	286	0	nuclei	104
103	286	0	nuclei	105
105	286	0	nuclei	106
106	286	0	nuclei	107
107	286	0	nuclei	108
109	286	0	nuclei	111
110	286	0	nuclei	112
111	286	0	nuclei	113
114	286	0	nuclei	122
115	286	0	nuclei	117
117	286	0	nuclei	119
121	286	0	nuclei	121
122	286	0	nuclei	134
123	286	0	nuclei	123
125	286	0	nuclei	126
126	286	0	nuclei	135
128	286	0	nuclei	132
129	286	0	nuclei	133
131	286	0	nuclei	128
133	286	0	nuclei	129
135	286	0	nuclei	137
136	286	0	nuclei	139
137	286	0	nuclei	140
138	286	0	nuclei	141
139	286	0	nuclei	144
143	286	0	nuclei	138
147	286	0	nuclei	149
148	286	0	nuclei	150
150	286	0	nuclei	153
152	286	0	nuclei	154
153	286	0	nuclei	155
154	286	0	nuclei	156
155	286	0	nuclei	157
157	286	0	nuclei	158
159	286	0	nuclei	159
161	286	0	nuclei	161
163	286	0	nuclei	163
164	286	0	nuclei	178
165	286	0	nuclei	164
166	286	0	nuclei	167
167	286	0	nuclei	166
168	286	0	nuclei	168
169	286	0	nuclei	170
171	286	0	nuclei	172
172	286	0	nuclei	173
174	286	0	nuclei	174
175	286	0	nuclei	187
176	286	0	nuclei	175
177	286	0	nuclei	177
178	286	0	nuclei	179
179	286	0	nuclei	165
180	286	0	nuclei	180
181	286	0	nuclei	183
183	286	0	nuclei	184
184	286	0	nuclei	186
5	286	1	nuclei	32
19	286	1	nuclei	165
43	286	1	nuclei	69
49	286	1	nuclei	35
54	286	1	nuclei	7
72	286	1	nuclei	100
83	286	1	nuclei	5
95	286	1	nuclei	43
101	286	1	nuclei	3
102	286	1	nuclei	33
125	286	1	nuclei	147
130	286	1	nuclei	137
135	286	1	nuclei	76
155	286	1	nuclei	65
171	286	1	nuclei	53
172	286	1	nuclei	59
184	286	1	nuclei	42
0	287	0	nuclei	4
1	287	0	nuclei	0
3	287	0	nuclei	7
4	287	0	nuclei	1
5	287	0	nuclei	2
7	287	0	nuclei	10
8	287	0	nuclei	3
9	287	0	nuclei	13
11	287	0	nuclei	5
14	287	0	nuclei	6
17	287	0	nuclei	12
18	287	0	nuclei	14
19	287	0	nuclei	22
20	287	0	nuclei	15
21	287	0	nuclei	16
24	287	0	nuclei	18
26	287	0	nuclei	21
28	287	0	nuclei	24
34	287	0	nuclei	37
35	287	0	nuclei	30
36	287	0	nuclei	31
38	287	0	nuclei	32
40	287	0	nuclei	36
41	287	0	nuclei	38
42	287	0	nuclei	39
43	287	0	nuclei	40
44	287	0	nuclei	41
45	287	0	nuclei	43
49	287	0	nuclei	35
52	287	0	nuclei	50
53	287	0	nuclei	51
54	287	0	nuclei	52
55	287	0	nuclei	53
59	287	0	nuclei	63
60	287	0	nuclei	58
62	287	0	nuclei	59
75	287	0	nuclei	71
77	287	0	nuclei	75
78	287	0	nuclei	76
79	287	0	nuclei	77
81	287	0	nuclei	89
85	287	0	nuclei	74
91	287	0	nuclei	87
92	287	0	nuclei	88
93	287	0	nuclei	92
97	287	0	nuclei	86
99	287	0	nuclei	96
100	287	0	nuclei	97
101	287	0	nuclei	98
102	287	0	nuclei	99
103	287	0	nuclei	100
105	287	0	nuclei	101
106	287	0	nuclei	102
107	287	0	nuclei	113
108	287	0	nuclei	103
111	287	0	nuclei	109
114	287	0	nuclei	118
115	287	0	nuclei	111
116	287	0	nuclei	121
118	287	0	nuclei	116
121	287	0	nuclei	117
122	287	0	nuclei	129
123	287	0	nuclei	119
127	287	0	nuclei	133
129	287	0	nuclei	128
131	287	0	nuclei	123
133	287	0	nuclei	125
135	287	0	nuclei	134
138	287	0	nuclei	137
140	287	0	nuclei	141
147	287	0	nuclei	145
148	287	0	nuclei	146
150	287	0	nuclei	142
151	287	0	nuclei	148
152	287	0	nuclei	149
154	287	0	nuclei	152
155	287	0	nuclei	153
156	287	0	nuclei	165
157	287	0	nuclei	154
159	287	0	nuclei	156
161	287	0	nuclei	157
163	287	0	nuclei	159
164	287	0	nuclei	173
165	287	0	nuclei	161
166	287	0	nuclei	163
169	287	0	nuclei	167
171	287	0	nuclei	168
172	287	0	nuclei	158
175	287	0	nuclei	171
178	287	0	nuclei	174
179	287	0	nuclei	175
180	287	0	nuclei	176
181	287	0	nuclei	177
183	287	0	nuclei	179
184	287	0	nuclei	181
4	287	1	nuclei	0
5	287	1	nuclei	29
42	287	1	nuclei	45
44	287	1	nuclei	76
45	287	1	nuclei	97
72	287	1	nuclei	96
81	287	1	nuclei	102
93	287	1	nuclei	21
102	287	1	nuclei	42
122	287	1	nuclei	64
135	287	1	nuclei	73
171	287	1	nuclei	50
184	287	1	nuclei	40
0	288	0	nuclei	7
1	288	0	nuclei	11
4	288	0	nuclei	2
