id	corresponding_timepoint_id	corresponding_viewsetup_id	corresponding_label	corresponding_id
9	271	0	nuclei	2
188	271	0	nuclei	3
2	271	0	nuclei	4
183	271	0	nuclei	5
21	271	0	nuclei	6
15	271	0	nuclei	10
5	271	0	nuclei	13
12	271	0	nuclei	16
26	271	0	nuclei	18
31	271	0	nuclei	22
23	271	0	nuclei	24
32	271	0	nuclei	25
30	271	0	nuclei	37
53	271	0	nuclei	51
46	271	0	nuclei	52
58	271	0	nuclei	62
72	271	0	nuclei	65
57	271	0	nuclei	67
90	271	0	nuclei	68
78	271	0	nuclei	71
79	271	0	nuclei	73
87	271	0	nuclei	78
88	271	0	nuclei	79
99	271	0	nuclei	93
104	271	0	nuclei	98
109	271	0	nuclei	99
103	271	0	nuclei	106
106	271	0	nuclei	110
119	271	0	nuclei	112
113	271	0	nuclei	117
116	271	0	nuclei	119
126	271	0	nuclei	120
135	271	0	nuclei	126
137	271	0	nuclei	128
134	271	0	nuclei	131
142	271	0	nuclei	132
145	271	0	nuclei	135
138	271	0	nuclei	137
140	271	0	nuclei	140
151	271	0	nuclei	143
155	271	0	nuclei	146
156	271	0	nuclei	148
148	271	0	nuclei	149
152	271	0	nuclei	156
166	271	0	nuclei	158
167	271	0	nuclei	159
154	271	0	nuclei	160
163	271	0	nuclei	168
165	271	0	nuclei	172
174	271	0	nuclei	173
177	271	0	nuclei	176
185	271	0	nuclei	182
186	271	0	nuclei	183
109	271	1	nuclei	8
90	271	1	nuclei	21
6	271	1	nuclei	38
17	271	1	nuclei	45
151	271	1	nuclei	84
106	271	1	nuclei	119
142	271	1	nuclei	140
99	271	1	nuclei	141
58	271	1	nuclei	142
135	271	1	nuclei	149
88	271	1	nuclei	154
21	271	1	nuclei	187
188	272	0	nuclei	3
3	272	0	nuclei	4
21	272	0	nuclei	5
24	272	0	nuclei	8
1	272	0	nuclei	9
13	272	0	nuclei	10
6	272	0	nuclei	13
5	272	0	nuclei	16
7	272	0	nuclei	18
31	272	0	nuclei	21
22	272	0	nuclei	22
23	272	0	nuclei	23
12	272	0	nuclei	24
14	272	0	nuclei	25
26	272	0	nuclei	26
30	272	0	nuclei	27
32	272	0	nuclei	28
25	272	0	nuclei	30
33	272	0	nuclei	31
44	272	0	nuclei	32
35	272	0	nuclei	33
48	272	0	nuclei	46
61	272	0	nuclei	47
53	272	0	nuclei	52
46	272	0	nuclei	54
71	272	0	nuclei	60
54	272	0	nuclei	61
63	272	0	nuclei	63
57	272	0	nuclei	66
58	272	0	nuclei	67
69	272	0	nuclei	76
78	272	0	nuclei	77
79	272	0	nuclei	78
87	272	0	nuclei	80
88	272	0	nuclei	81
89	272	0	nuclei	82
90	272	0	nuclei	83
98	272	0	nuclei	84
86	272	0	nuclei	96
99	272	0	nuclei	99
104	272	0	nuclei	103
106	272	0	nuclei	104
116	272	0	nuclei	114
117	272	0	nuclei	115
119	272	0	nuclei	117
121	272	0	nuclei	119
113	272	0	nuclei	123
126	272	0	nuclei	128
127	272	0	nuclei	129
135	272	0	nuclei	134
137	272	0	nuclei	136
138	272	0	nuclei	138
132	272	0	nuclei	139
148	272	0	nuclei	147
151	272	0	nuclei	152
166	272	0	nuclei	155
155	272	0	nuclei	156
156	272	0	nuclei	158
167	272	0	nuclei	163
154	272	0	nuclei	164
159	272	0	nuclei	170
163	272	0	nuclei	173
174	272	0	nuclei	176
179	272	0	nuclei	181
186	272	0	nuclei	187
190	272	0	nuclei	190
183	272	0	nuclei	194
109	272	1	nuclei	6
90	272	1	nuclei	20
23	272	1	nuclei	36
6	272	1	nuclei	37
17	272	1	nuclei	44
22	272	1	nuclei	47
155	272	1	nuclei	65
137	272	1	nuclei	76
151	272	1	nuclei	90
106	272	1	nuclei	127
58	272	1	nuclei	136
25	272	1	nuclei	142
88	272	1	nuclei	149
14	272	1	nuclei	175
89	272	1	nuclei	177
187	273	0	nuclei	1
9	273	0	nuclei	2
188	273	0	nuclei	3
21	273	0	nuclei	6
1	273	0	nuclei	8
3	273	0	nuclei	9
6	273	0	nuclei	10
5	273	0	nuclei	12
22	273	0	nuclei	17
23	273	0	nuclei	18
12	273	0	nuclei	19
25	273	0	nuclei	20
33	273	0	nuclei	21
14	273	0	nuclei	22
26	273	0	nuclei	23
29	273	0	nuclei	25
30	273	0	nuclei	26
31	273	0	nuclei	27
32	273	0	nuclei	28
44	273	0	nuclei	29
39	273	0	nuclei	34
46	273	0	nuclei	42
61	273	0	nuclei	45
49	273	0	nuclei	46
53	273	0	nuclei	49
58	273	0	nuclei	52
59	273	0	nuclei	53
62	273	0	nuclei	56
63	273	0	nuclei	60
66	273	0	nuclei	62
57	273	0	nuclei	63
68	273	0	nuclei	65
72	273	0	nuclei	67
74	273	0	nuclei	70
90	273	0	nuclei	71
69	273	0	nuclei	72
79	273	0	nuclei	75
80	273	0	nuclei	76
87	273	0	nuclei	80
88	273	0	nuclei	81
89	273	0	nuclei	82
91	273	0	nuclei	83
76	273	0	nuclei	85
95	273	0	nuclei	88
96	273	0	nuclei	89
82	273	0	nuclei	91
98	273	0	nuclei	94
93	273	0	nuclei	95
102	273	0	nuclei	98
103	273	0	nuclei	99
104	273	0	nuclei	100
107	273	0	nuclei	102
109	273	0	nuclei	103
111	273	0	nuclei	105
114	273	0	nuclei	107
106	273	0	nuclei	111
119	273	0	nuclei	113
121	273	0	nuclei	114
122	273	0	nuclei	116
113	273	0	nuclei	118
126	273	0	nuclei	119
127	273	0	nuclei	120
